Timestamp;Fire_Left;Fire_Left_Low;Fire_Right;Fire_Right_Low
294110;0;0.000000E+000;0;-0.000000E+000
295093;0;0.000000E+000;0;-0.000000E+000
296104;0;0.000000E+000;0;-0.000000E+000
297096;0;0.000000E+000;0;-0.000000E+000
298108;0;0.000000E+000;0;-0.000000E+000
299091;0;0.000000E+000;0;-0.000000E+000
300103;0;0.000000E+000;0;-0.000000E+000
301097;0;0.000000E+000;0;-0.000000E+000
302109;0;0.000000E+000;0;-0.000000E+000
303105;0;0.000000E+000;0;-0.000000E+000
304096;0;0.000000E+000;0;-0.000000E+000
305108;0;0.000000E+000;0;-0.000000E+000
306091;0;0.000000E+000;0;-0.000000E+000
307103;0;0.000000E+000;0;-0.000000E+000
308094;0;0.000000E+000;0;-0.000000E+000
309106;0;0.000000E+000;0;-0.000000E+000
310097;0;0.000000E+000;0;-0.000000E+000
311112;0;0.000000E+000;0;-0.000000E+000
312105;0;0.000000E+000;0;-0.000000E+000
313111;0;0.000000E+000;0;-0.000000E+000
314094;0;0.000000E+000;0;-0.000000E+000
315107;0;0.000000E+000;0;-0.000000E+000
316090;0;0.000000E+000;0;-0.000000E+000
317103;0;0.000000E+000;0;-0.000000E+000
318094;0;0.000000E+000;0;-0.000000E+000
319107;0;0.000000E+000;0;-0.000000E+000
320090;0;0.000000E+000;0;-0.000000E+000
321106;0;0.000000E+000;0;-0.000000E+000
322090;0;0.000000E+000;0;-0.000000E+000
323104;0;0.000000E+000;0;-0.000000E+000
324109;0;0.000000E+000;0;-0.000000E+000
325093;0;0.000000E+000;0;-0.000000E+000
326105;0;0.000000E+000;0;-0.000000E+000
327097;0;0.000000E+000;0;-0.000000E+000
328109;0;0.000000E+000;0;-0.000000E+000
329093;0;0.000000E+000;0;-0.000000E+000
330106;0;0.000000E+000;0;-0.000000E+000
331101;0;0.000000E+000;0;-0.000000E+000
332105;0;0.000000E+000;0;-0.000000E+000
333097;0;0.000000E+000;0;-0.000000E+000
334111;0;0.000000E+000;0;-0.000000E+000
335107;0;0.000000E+000;0;-0.000000E+000
336091;0;0.000000E+000;0;-0.000000E+000
337104;0;0.000000E+000;0;-0.000000E+000
338096;0;0.000000E+000;0;-0.000000E+000
339108;0;0.000000E+000;0;-0.000000E+000
340092;0;0.000000E+000;0;-0.000000E+000
341107;0;0.000000E+000;0;-0.000000E+000
342091;0;0.000000E+000;0;-0.000000E+000
343102;0;0.000000E+000;0;-0.000000E+000
344092;0;0.000000E+000;0;-0.000000E+000
345108;0;0.000000E+000;0;-0.000000E+000
346104;0;0.000000E+000;0;-0.000000E+000
347095;0;0.000000E+000;0;-0.000000E+000
348107;0;0.000000E+000;0;-0.000000E+000
349090;0;0.000000E+000;0;-0.000000E+000
350110;0;0.000000E+000;0;-0.000000E+000
351096;0;0.000000E+000;0;-0.000000E+000
352108;0;0.000000E+000;0;-0.000000E+000
353091;0;0.000000E+000;0;-0.000000E+000
354103;0;0.000000E+000;0;-0.000000E+000
355107;0;0.000000E+000;0;-0.000000E+000
356103;0;0.000000E+000;0;-0.000000E+000
357094;0;0.000000E+000;0;-0.000000E+000
358106;0;0.000000E+000;0;-0.000000E+000
359097;0;0.000000E+000;0;-0.000000E+000
360109;0;0.000000E+000;0;-0.000000E+000
361096;0;0.000000E+000;0;-0.000000E+000
362108;0;0.000000E+000;0;-0.000000E+000
363091;0;0.000000E+000;0;-0.000000E+000
364102;0;0.000000E+000;0;-0.000000E+000
365093;0;0.000000E+000;0;-0.000000E+000
366108;0;0.000000E+000;0;-0.000000E+000
367105;0;0.000000E+000;0;-0.000000E+000
368096;0;0.000000E+000;0;-0.000000E+000
369108;0;0.000000E+000;0;-0.000000E+000
370091;0;0.000000E+000;0;-0.000000E+000
371106;0;0.000000E+000;0;-0.000000E+000
372097;0;0.000000E+000;0;-0.000000E+000
373108;0;0.000000E+000;0;-0.000000E+000
374091;0;0.000000E+000;0;-0.000000E+000
375103;0;0.000000E+000;0;-0.000000E+000
376105;0;0.000000E+000;0;-0.000000E+000
377110;0;0.000000E+000;0;-0.000000E+000
378094;0;0.000000E+000;0;-0.000000E+000
379106;0;0.000000E+000;0;-0.000000E+000
380090;0;0.000000E+000;0;-0.000000E+000
381113;0;0.000000E+000;0;-0.000000E+000
382097;0;0.000000E+000;0;-0.000000E+000
383109;0;0.000000E+000;0;-0.000000E+000
384093;0;0.000000E+000;0;-0.000000E+000
385106;0;0.000000E+000;0;-0.000000E+000
386107;0;0.000000E+000;0;-0.000000E+000
387104;0;0.000000E+000;0;-0.000000E+000
388096;0;0.000000E+000;0;-0.000000E+000
389108;0;0.000000E+000;0;-0.000000E+000
390092;0;0.000000E+000;0;-0.000000E+000
391107;0;0.000000E+000;0;-0.000000E+000
392091;0;0.000000E+000;0;-0.000000E+000
393104;0;0.000000E+000;0;-0.000000E+000
394096;0;0.000000E+000;0;-0.000000E+000
395108;0;0.000000E+000;0;-0.000000E+000
396092;0;0.000000E+000;0;-0.000000E+000
397105;0;0.000000E+000;0;-0.000000E+000
398110;0;0.000000E+000;0;-0.000000E+000
399094;0;0.000000E+000;0;-0.000000E+000
400106;0;0.000000E+000;0;-0.000000E+000
401094;0;0.000000E+000;0;-0.000000E+000
402106;0;0.000000E+000;0;-0.000000E+000
403090;0;0.000000E+000;0;-0.000000E+000
404102;0;0.000000E+000;0;-0.000000E+000
405094;0;0.000000E+000;0;-0.000000E+000
406106;0;0.000000E+000;0;-0.000000E+000
407090;0;0.000000E+000;0;-0.000000E+000
408108;0;0.000000E+000;0;-0.000000E+000
409104;0;0.000000E+000;0;-0.000000E+000
410094;0;0.000000E+000;0;-0.000000E+000
411109;0;0.000000E+000;0;-0.000000E+000
412092;0;0.000000E+000;0;-0.000000E+000
413104;0;0.000000E+000;0;-0.000000E+000
414095;0;0.000000E+000;0;-0.000000E+000
415107;0;0.000000E+000;0;-0.000000E+000
416090;0;0.000000E+000;0;-0.000000E+000
417110;0;0.000000E+000;0;-0.000000E+000
418104;0;0.000000E+000;0;-0.000000E+000
419108;0;0.000000E+000;0;-0.000000E+000
420091;0;0.000000E+000;0;-0.000000E+000
421106;0;0.000000E+000;0;-0.000000E+000
422097;0;0.000000E+000;0;-0.000000E+000
423109;0;0.000000E+000;0;-0.000000E+000
424092;0;0.000000E+000;0;-0.000000E+000
425104;0;0.000000E+000;0;-0.000000E+000
426095;0;0.000000E+000;0;-0.000000E+000
427107;0;0.000000E+000;0;-0.000000E+000
428090;0;0.000000E+000;0;-0.000000E+000
429112;0;0.000000E+000;0;-0.000000E+000
430108;0;0.000000E+000;0;-0.000000E+000
431095;0;0.000000E+000;0;-0.000000E+000
432106;0;0.000000E+000;0;-0.000000E+000
433090;0;0.000000E+000;0;-0.000000E+000
434110;0;0.000000E+000;0;-0.000000E+000
435093;0;0.000000E+000;0;-0.000000E+000
436104;0;0.000000E+000;0;-0.000000E+000
437095;0;0.000000E+000;0;-0.000000E+000
438107;0;0.000000E+000;0;-0.000000E+000
439090;0;0.000000E+000;0;-0.000000E+000
440106;0;0.000000E+000;0;-0.000000E+000
441113;0;0.000000E+000;0;-0.000000E+000
442096;0;0.000000E+000;0;-0.000000E+000
443108;0;0.000000E+000;0;-0.000000E+000
444092;0;0.000000E+000;0;-0.000000E+000
445104;0;0.000000E+000;0;-0.000000E+000
446096;0;0.000000E+000;0;-0.000000E+000
447108;0;0.000000E+000;0;-0.000000E+000
448092;0;0.000000E+000;0;-0.000000E+000
449105;0;0.000000E+000;0;-0.000000E+000
450096;0;0.000000E+000;0;-0.000000E+000
451112;0;0.000000E+000;0;-0.000000E+000
452108;0;0.000000E+000;0;-0.000000E+000
453092;0;0.000000E+000;0;-0.000000E+000
454104;0;0.000000E+000;0;-0.000000E+000
455096;0;0.000000E+000;0;-0.000000E+000
456108;0;0.000000E+000;0;-0.000000E+000
457092;0;0.000000E+000;0;-0.000000E+000
458105;0;0.000000E+000;0;-0.000000E+000
459096;0;0.000000E+000;0;-0.000000E+000
460109;0;0.000000E+000;0;-0.000000E+000
461096;0;0.000000E+000;0;-0.000000E+000
462106;0;0.000000E+000;0;-0.000000E+000
463103;0;0.000000E+000;0;-0.000000E+000
464095;0;0.000000E+000;0;-0.000000E+000
465108;0;0.000000E+000;0;-0.000000E+000
466091;0;0.000000E+000;0;-0.000000E+000
467104;0;0.000000E+000;0;-0.000000E+000
468096;0;0.000000E+000;0;-0.000000E+000
469108;0;0.000000E+000;0;-0.000000E+000
470092;0;0.000000E+000;0;-0.000000E+000
471107;0;0.000000E+000;0;-0.000000E+000
472106;0;0.000000E+000;0;-0.000000E+000
473103;0;0.000000E+000;0;-0.000000E+000
474094;0;0.000000E+000;0;-0.000000E+000
475105;0;0.000000E+000;0;-0.000000E+000
476096;0;0.000000E+000;0;-0.000000E+000
477108;0;0.000000E+000;0;-0.000000E+000
478091;0;0.000000E+000;0;-0.000000E+000
479102;0;0.000000E+000;0;-0.000000E+000
480093;0;0.000000E+000;0;-0.000000E+000
481109;0;0.000000E+000;0;-0.000000E+000
482110;0;0.000000E+000;0;-0.000000E+000
483106;0;0.000000E+000;0;-0.000000E+000
484097;0;0.000000E+000;0;-0.000000E+000
485109;0;0.000000E+000;0;-0.000000E+000
486092;0;0.000000E+000;0;-0.000000E+000
487104;0;0.000000E+000;0;-0.000000E+000
488095;0;0.000000E+000;0;-0.000000E+000
489107;0;0.000000E+000;0;-0.000000E+000
490090;0;0.000000E+000;0;-0.000000E+000
491113;0;0.000000E+000;0;-0.000000E+000
492096;0;0.000000E+000;0;-0.000000E+000
493108;0;0.000000E+000;0;-0.000000E+000
494104;0;0.000000E+000;0;-0.000000E+000
495095;0;0.000000E+000;0;-0.000000E+000
496107;0;0.000000E+000;0;-0.000000E+000
497091;0;0.000000E+000;0;-0.000000E+000
498103;0;0.000000E+000;0;-0.000000E+000
499093;0;0.000000E+000;0;-0.000000E+000
500105;0;0.000000E+000;0;-0.000000E+000
501100;0;0.000000E+000;0;-0.000000E+000
502104;0;0.000000E+000;0;-0.000000E+000
503109;0;0.000000E+000;0;-0.000000E+000
504105;0;0.000000E+000;0;-0.000000E+000
505097;0;0.000000E+000;0;-0.000000E+000
506109;0;0.000000E+000;0;-0.000000E+000
507092;0;0.000000E+000;0;-0.000000E+000
508103;0;0.000000E+000;0;-0.000000E+000
509095;0;0.000000E+000;0;-0.000000E+000
510107;0;0.000000E+000;0;-0.000000E+000
511095;0;0.000000E+000;0;-0.000000E+000
512107;0;0.000000E+000;0;-0.000000E+000
513109;0;0.000000E+000;0;-0.000000E+000
514106;0;0.000000E+000;0;-0.000000E+000
515097;0;0.000000E+000;0;-0.000000E+000
516109;0;0.000000E+000;0;-0.000000E+000
517093;0;0.000000E+000;0;-0.000000E+000
518106;0;0.000000E+000;0;-0.000000E+000
519097;0;0.000000E+000;0;-0.000000E+000
520109;0;0.000000E+000;0;-0.000000E+000
521097;0;0.000000E+000;0;-0.000000E+000
522109;0;0.000000E+000;0;-0.000000E+000
523093;0;0.000000E+000;0;-0.000000E+000
524110;0;0.000000E+000;0;-0.000000E+000
525107;0;0.000000E+000;0;-0.000000E+000
526091;0;0.000000E+000;0;-0.000000E+000
527103;0;0.000000E+000;0;-0.000000E+000
528095;0;0.000000E+000;0;-0.000000E+000
529108;0;0.000000E+000;0;-0.000000E+000
530091;0;0.000000E+000;0;-0.000000E+000
531107;0;0.000000E+000;0;-0.000000E+000
532090;0;0.000000E+000;0;-0.000000E+000
533103;0;0.000000E+000;0;-0.000000E+000
534094;0;0.000000E+000;0;-0.000000E+000
535106;0;0.000000E+000;0;-0.000000E+000
536110;0;0.000000E+000;0;-0.000000E+000
537095;0;0.000000E+000;0;-0.000000E+000
538107;0;0.000000E+000;0;-0.000000E+000
539091;0;0.000000E+000;0;-0.000000E+000
540110;0;0.000000E+000;0;-0.000000E+000
541096;0;0.000000E+000;0;-0.000000E+000
542107;0;0.000000E+000;0;-0.000000E+000
543090;0;0.000000E+000;0;-0.000000E+000
544102;0;0.000000E+000;0;-0.000000E+000
545105;0;0.000000E+000;0;-0.000000E+000
546109;0;0.000000E+000;0;-0.000000E+000
547092;0;0.000000E+000;0;-0.000000E+000
548104;0;0.000000E+000;0;-0.000000E+000
549095;0;0.000000E+000;0;-0.000000E+000
550107;0;0.000000E+000;0;-0.000000E+000
551094;0;0.000000E+000;0;-0.000000E+000
552105;0;0.000000E+000;0;-0.000000E+000
553097;0;0.000000E+000;0;-0.000000E+000
554109;0;0.000000E+000;0;-0.000000E+000
555092;0;0.000000E+000;0;-0.000000E+000
556109;0;0.000000E+000;0;-0.000000E+000
557105;0;0.000000E+000;0;-0.000000E+000
558096;0;0.000000E+000;0;-0.000000E+000
559108;0;0.000000E+000;0;-0.000000E+000
560091;0;0.000000E+000;0;-0.000000E+000
561106;0;0.000000E+000;0;-0.000000E+000
562089;0;0.000000E+000;0;-0.000000E+000
563109;0;0.000000E+000;0;-0.000000E+000
564092;0;0.000000E+000;0;-0.000000E+000
565104;0;0.000000E+000;0;-0.000000E+000
566095;0;0.000000E+000;0;-0.000000E+000
567111;0;0.000000E+000;0;-0.000000E+000
568107;0;0.000000E+000;0;-0.000000E+000
569091;0;0.000000E+000;0;-0.000000E+000
570102;0;0.000000E+000;0;-0.000000E+000
571097;0;0.000000E+000;0;-0.000000E+000
572109;0;0.000000E+000;0;-0.000000E+000
573092;0;0.000000E+000;0;-0.000000E+000
574104;0;0.000000E+000;0;-0.000000E+000
575095;0;0.000000E+000;0;-0.000000E+000
576108;0;0.000000E+000;0;-0.000000E+000
577092;0;0.000000E+000;0;-0.000000E+000
578106;0;0.000000E+000;0;-0.000000E+000
579103;0;0.000000E+000;0;-0.000000E+000
